conv_id,dataset,topic,annotator,llm_slot,llm_name,n_turns,SEN_open,SEN_peak,SEN_mean,SEN_delta,SEN_sd,SEN_slope,AUR_open,AUR_peak,AUR_mean,AUR_delta,AUR_sd,AUR_slope,TD_open,TD_peak,TD_mean,TD_delta,TD_sd,TD_slope,FIX_open,FIX_peak,FIX_mean,FIX_delta,FIX_sd,FIX_slope,RECT_open,RECT_peak,RECT_mean,RECT_delta,RECT_sd,RECT_slope,EMP_open,EMP_peak,EMP_mean,EMP_delta,EMP_sd,EMP_slope,LMT_open,LMT_peak,LMT_mean,LMT_delta,LMT_sd,LMT_slope,MEN_open,MEN_peak,MEN_mean,MEN_delta,MEN_sd,MEN_slope,TSH_open,TSH_peak,TSH_mean,TSH_delta,TSH_sd,TSH_slope,QOC_open,QOC_peak,QOC_mean,QOC_delta,QOC_sd,QOC_slope
CareBench_topic08,CareBench,8,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3,0.0,0.4216370213557839,0.07272727272727272,1.0,1.0,0.9,0.0,0.21081851067789198,-0.012121212121212121,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.31622776601683794,-0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897,-0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic09,CareBench,9,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.4216370213557839,0.06060606060606061,1.0,1.0,0.85,0.0,0.24152294576982397,-0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.31622776601683794,-0.01818181818181818
CareBench_topic09,CareBench,9,,2,Llama,10,1.0,1.0,0.3,-1.0,0.4830458915396479,-0.006060606060606058,0.0,1.0,0.35,1.0,0.4743416490252569,0.1303030303030303,0.5,1.0,0.85,0.5,0.24152294576982397,0.015151515151515152,1.0,1.0,0.8,-1.0,0.4216370213557839,-0.09696969696969697,1.0,1.0,0.8,-1.0,0.4216370213557839,-0.09696969696969697,0.0,0.5,0.05,0.5,0.15811388300841897,0.02727272727272727,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic09,CareBench,9,,3,GPT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.31622776601683794,0.05454545454545454,1.0,1.0,0.9,0.0,0.21081851067789195,-0.02424242424242424,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.21081851067789198,0.012121212121212125,1.0,1.0,0.55,-0.5,0.15811388300841897,-0.02727272727272727,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic09,CareBench,9,,4,Claude,10,1.0,1.0,0.6,0.0,0.5163977794943223,0.096969696969697,0.0,0.5,0.05,0.0,0.15811388300841897,0.009090909090909092,1.0,1.0,0.85,0.0,0.24152294576982394,-0.02727272727272727,1.0,1.0,0.8,0.0,0.4216370213557839,-0.04848484848484848,1.0,1.0,0.8,0.0,0.4216370213557839,-0.04848484848484848,0.0,1.0,0.3,0.5,0.34960294939005054,0.05454545454545456,0.5,1.0,0.6,0.0,0.21081851067789198,-0.024242424242424242,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.15,0.0,0.24152294576982394,0.045454545454545456,0.0,1.0,0.3,1.0,0.4830458915396479,0.06666666666666667
CareBench_topic09,CareBench,9,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.3535533905932738,0.08787878787878788,1.0,1.0,0.85,0.0,0.24152294576982394,-0.02727272727272727,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.15811388300841897,0.015151515151515152,0.5,1.0,0.55,0.0,0.15811388300841897,0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.21081851067789198,0.024242424242424242,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic10,CareBench,10,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.42163702135578396,0.07272727272727272,1.0,1.0,0.95,0.0,0.15811388300841897,-0.015151515151515152,1.0,1.0,0.9,0.0,0.31622776601683794,0.04242424242424243,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.42491829279939874,0.0030303030303030303,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,-1.0,0.31622776601683794,-0.05454545454545454
CareBench_topic10,CareBench,10,,2,Llama,10,0.0,1.0,0.3,0.0,0.4830458915396479,0.05454545454545454,0.0,1.0,0.2,0.5,0.34960294939005054,0.06060606060606061,0.5,1.0,0.7,0.5,0.34960294939005054,-0.024242424242424242,1.0,1.0,0.9,0.0,0.31622776601683794,-0.030303030303030304,1.0,1.0,0.9,0.0,0.31622776601683794,-0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,-0.006060606060606059,0.0,1.0,0.9,1.0,0.31622776601683794,0.05454545454545454
CareBench_topic10,CareBench,10,,3,GPT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.5,0.3374742788552764,0.05757575757575758,0.5,1.0,0.8,0.5,0.25819888974716115,-0.01818181818181818,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.15811388300841897,0.021212121212121213,0.5,1.0,0.55,0.0,0.15811388300841897,-0.0030303030303030303,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,0.0,0.3374742788552764,0.051515151515151514
CareBench_topic10,CareBench,10,,4,Claude,10,0.0,1.0,0.4,0.0,0.5163977794943222,0.02424242424242424,0.0,1.0,0.15,0.0,0.3374742788552764,0.05757575757575758,0.5,1.0,0.8,0.5,0.25819888974716115,-0.01818181818181818,1.0,1.0,0.9,0.0,0.31622776601683794,-0.006060606060606061,1.0,1.0,0.9,0.0,0.31622776601683794,-0.006060606060606061,0.5,0.5,0.05,-0.5,0.15811388300841897,-0.02727272727272727,0.5,1.0,0.55,0.0,0.15811388300841897,-0.0030303030303030303,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,-0.006060606060606059
CareBench_topic10,CareBench,10,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.21081851067789198,0.03636363636363636,0.5,1.0,0.75,0.5,0.26352313834736496,-0.00909090909090909,1.0,1.0,0.8,0.0,0.42163702135578396,0.024242424242424242,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.1,0.0,0.21081851067789198,2.691449756667046e-18,1.0,1.0,0.6,-0.5,0.21081851067789198,-0.030303030303030304,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.48304589153964794,0.030303030303030304
CareBench_topic11,CareBench,11,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.31622776601683794,0.04242424242424243,1.0,1.0,0.8,0.0,0.25819888974716115,0.01212121212121212,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.15811388300841897,-0.021212121212121213,0.5,1.0,0.55,0.5,0.15811388300841897,0.02727272727272727,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.31622776601683794,-0.006060606060606061
CareBench_topic11,CareBench,11,,2,Llama,10,1.0,1.0,0.5,-1.0,0.5270462766947299,-0.01818181818181818,1.0,1.0,0.7,-0.5,0.25819888974716115,-0.03636363636363636,1.0,1.0,0.5,-0.5,0.3333333333333333,-0.07272727272727272,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.26352313834736496,0.0030303030303030303,0.5,1.0,0.65,0.0,0.24152294576982397,-0.03939393939393939,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,0.42163702135578396,0.08484848484848485
CareBench_topic11,CareBench,11,,3,GPT,10,1.0,1.0,0.3,0.0,0.48304589153964794,-0.04242424242424242,0.0,0.5,0.05,0.0,0.15811388300841897,-0.0030303030303030294,1.0,1.0,0.8,-0.5,0.25819888974716115,0.01818181818181818,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.15811388300841897,-0.021212121212121213,0.5,1.0,0.55,0.0,0.15811388300841897,-0.021212121212121213,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.31622776601683794,0.05454545454545454
CareBench_topic11,CareBench,11,,4,Claude,10,0.0,1.0,0.6,1.0,0.5163977794943223,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.75,0.5,0.26352313834736496,0.021212121212121213,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,0.15811388300841897,-0.02727272727272727,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,-1.0,0.31622776601683794,-0.05454545454545454
CareBench_topic11,CareBench,11,,5,Gemini,10,1.0,1.0,0.1,-1.0,0.31622776601683794,-0.05454545454545454,0.0,0.5,0.15,0.5,0.24152294576982394,0.045454545454545456,1.0,1.0,0.9,0.0,0.21081851067789198,-0.006060606060606061,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.31622776601683794,-0.030303030303030304
CareBench_topic12,CareBench,12,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3,-0.5,0.3496029493900505,-0.04242424242424241,0.5,1.0,0.8,0.5,0.25819888974716115,0.01818181818181818,0.0,1.0,0.8,1.0,0.42163702135578396,0.024242424242424242,0.0,1.0,0.8,1.0,0.42163702135578396,0.024242424242424242,0.0,0.5,0.15,0.5,0.24152294576982394,0.02727272727272727,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.42163702135578396,0.0
CareBench_topic12,CareBench,12,,2,Llama,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.35,-0.5,0.4116363011742823,-0.03939393939393939,0.5,1.0,0.55,0.0,0.28382310609877337,0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.15811388300841897,0.015151515151515152,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.4830458915396479,0.05454545454545454
CareBench_topic12,CareBench,12,,3,GPT,10,0.0,1.0,0.1,0.0,0.31622776601683794,-0.01818181818181818,0.0,0.5,0.1,0.0,0.21081851067789198,-0.030303030303030307,1.0,1.0,0.85,0.0,0.24152294576982397,0.03333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.15,0.5,0.24152294576982394,0.045454545454545456,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.31622776601683794,0.05454545454545454
CareBench_topic12,CareBench,12,,4,Claude,10,0.0,1.0,0.6,0.0,0.5163977794943223,0.02424242424242425,0.0,0.5,0.15,0.5,0.24152294576982397,0.021212121212121213,0.5,1.0,0.75,0.0,0.26352313834736496,-0.03333333333333333,1.0,1.0,0.8,-1.0,0.42163702135578396,-0.024242424242424242,1.0,1.0,0.8,-1.0,0.42163702135578396,-0.024242424242424242,0.0,1.0,0.35,0.5,0.3374742788552764,0.02727272727272727,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CareBench_topic12,CareBench,12,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.45,-0.5,0.2838231060987733,-0.027272727272727268,0.5,1.0,0.65,0.5,0.24152294576982397,0.0030303030303030303,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.21081851067789198,0.030303030303030304,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.31622776601683794,0.05454545454545454
CareBench_topic13,CareBench,13,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727,0.5,1.0,0.65,-0.5,0.3374742788552765,-0.009090909090909096,1.0,1.0,0.75,-1.0,0.42491829279939874,-0.051515151515151514,0.5,1.0,0.75,0.0,0.26352313834736496,-0.02727272727272727,1.0,1.0,0.95,0.0,0.15811388300841897,0.021212121212121213,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.85,0.5,0.24152294576982397,0.06363636363636363
CareBench_topic13,CareBench,13,,2,Llama,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,-0.5,0.3535533905932738,-0.06363636363636363,0.0,1.0,0.6,1.0,0.39440531887330776,0.10303030303030306,0.0,1.0,0.5,0.0,0.5270462766947299,0.01818181818181818,0.5,1.0,0.6,-0.5,0.39440531887330776,-0.07878787878787878,1.0,1.0,0.95,-0.5,0.15811388300841897,-0.02727272727272727,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.23570226039551584,-0.024242424242424242,0.5,1.0,0.75,0.5,0.3535533905932738,0.08787878787878788
CareBench_topic13,CareBench,13,,3,GPT,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,-0.5,0.24152294576982397,-0.03333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.7,0.5,0.25819888974716115,0.05454545454545454,1.0,1.0,0.85,-1.0,0.3374742788552764,-0.05757575757575758,1.0,1.0,0.75,-0.5,0.26352313834736496,-0.06363636363636363,0.5,1.0,0.85,0.5,0.24152294576982397,0.03939393939393939,1.0,1.0,0.95,0.0,0.15811388300841897,0.021212121212121213,0.5,1.0,0.55,0.0,0.15811388300841897,-0.021212121212121213,0.5,1.0,0.8,0.5,0.25819888974716115,0.048484848484848485
CareBench_topic13,CareBench,13,,4,Claude,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,-1.0,0.3535533905932738,-0.03939393939393939,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727,0.5,1.0,0.4,0.5,0.45946829173634074,0.03636363636363636,1.0,1.0,0.3,-1.0,0.48304589153964794,-0.06666666666666665,1.0,1.0,0.8,0.0,0.25819888974716115,-0.030303030303030304,0.5,1.0,0.65,0.0,0.3374742788552764,0.03333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.25819888974716115,0.0,0.0,1.0,0.3,0.0,0.3496029493900505,0.018181818181818177
CareBench_topic13,CareBench,13,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727,0.5,1.0,0.65,0.5,0.3374742788552764,0.021212121212121213,1.0,1.0,0.65,0.0,0.47434164902525694,0.03939393939393939,1.0,1.0,0.8,-0.5,0.34960294939005054,-0.07878787878787878,0.5,1.0,0.85,0.5,0.24152294576982397,0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.65,0.0,0.24152294576982397,-0.0030303030303030303,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic14,CareBench,14,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.21081851067789198,0.024242424242424242,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.7,-0.5,0.34960294939005054,0.006060606060606061,1.0,1.0,0.8,-1.0,0.4216370213557839,-0.07272727272727272,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897,0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.21081851067789198,-0.012121212121212121,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic14,CareBench,14,,2,Llama,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897,-0.015151515151515152,1.0,1.0,0.9,0.0,0.21081851067789198,0.012121212121212121,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7,0.0,0.48304589153964794,-0.006060606060606061,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.23570226039551584,-0.006060606060606061,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic14,CareBench,14,,3,GPT,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,0.0,0.24152294576982397,0.03333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.45,0.0,0.2838231060987733,-0.027272727272727268,1.0,1.0,0.7,0.0,0.4830458915396479,-0.09090909090909091,1.0,1.0,0.9,0.0,0.21081851067789198,0.0,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727,1.0,1.0,0.95,0.0,0.15811388300841897,-0.00909090909090909,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.95,-0.5,0.15811388300841897,-0.02727272727272727
CareBench_topic14,CareBench,14,,4,Claude,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,-0.5,0.24152294576982397,0.0030303030303030303,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.6,0.5,0.39440531887330776,0.012121212121212118,1.0,1.0,0.8,0.0,0.42163702135578396,-0.0484848484848485,1.0,1.0,0.9,0.0,0.21081851067789195,-0.03636363636363637,1.0,1.0,0.95,0.0,0.15811388300841897,0.00909090909090909,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.65,0.0,0.24152294576982397,0.00909090909090909,0.0,1.0,0.55,1.0,0.43779751788545657,0.0696969696969697
CareBench_topic14,CareBench,14,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.21081851067789198,0.030303030303030304,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.55,0.0,0.15811388300841897,0.00909090909090909,1.0,1.0,0.9,0.0,0.31622776601683794,-0.04242424242424243,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic15,CareBench,15,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.7,0.0,0.34960294939005054,0.0484848484848485,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.2,-0.5,0.34960294939005054,-0.01818181818181818,1.0,1.0,0.3,-1.0,0.4830458915396479,-0.030303030303030293,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.21081851067789198,-6.728624391667615e-19,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.55,0.0,0.15811388300841897,0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic15,CareBench,15,,2,Llama,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897,0.015151515151515152,0.5,1.0,0.7,0.0,0.25819888974716115,-0.03636363636363636,0.5,1.0,0.85,0.5,0.24152294576982397,0.00909090909090909,1.0,1.0,0.95,0.0,0.15811388300841897,0.0030303030303030303,1.0,1.0,0.55,-0.5,0.4377975178854565,-0.02727272727272727,1.0,1.0,0.65,-1.0,0.3374742788552764,-0.0696969696969697,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.26352313834736496,-0.00909090909090909,1.0,1.0,0.85,-0.5,0.3374742788552764,0.0030303030303030303
CareBench_topic15,CareBench,15,,3,GPT,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.65,0.0,0.24152294576982397,0.00909090909090909,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.55,-0.5,0.2838231060987733,-0.00909090909090909,1.0,1.0,0.75,-1.0,0.3535533905932738,-0.08181818181818182,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.85,-0.5,0.24152294576982397,-0.021212121212121213,1.0,1.0,0.9,0.0,0.21081851067789198,0.012121212121212121,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic15,CareBench,15,,4,Claude,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8,0.0,0.25819888974716115,0.03636363636363637,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.6,0.5,0.45946829173634074,0.04242424242424243,1.0,1.0,0.4,-1.0,0.5163977794943223,0.01212121212121213,1.0,1.0,0.9,-0.5,0.21081851067789198,-0.024242424242424242,1.0,1.0,0.7,-0.5,0.25819888974716115,-0.030303030303030304,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.65,0.5,0.24152294576982397,0.03333333333333333,0.0,1.0,0.25,0.0,0.3535533905932738,-0.015151515151515152
CareBench_topic15,CareBench,15,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.85,0.5,0.24152294576982397,0.06363636363636363,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.35,-1.0,0.3374742788552764,-0.03333333333333333,1.0,1.0,0.35,-1.0,0.47434164902525694,-0.045454545454545456,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,-0.5,0.21081851067789195,-0.03636363636363636,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.55,0.5,0.28382310609877337,0.03939393939393939,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727
CareBench_topic16,CareBench,16,,1,Qwen,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.21081851067789198,0.03636363636363636,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,-0.5,0.26352313834736496,0.00909090909090909,1.0,1.0,0.6,-1.0,0.31622776601683794,-0.07878787878787878,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.75,0.5,0.26352313834736496,0.05757575757575758,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.21081851067789195,-0.030303030303030307,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic16,CareBench,16,,2,Llama,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.95,0.5,0.15811388300841897,0.02727272727272727,1.0,1.0,0.5,0.0,0.3333333333333333,-0.030303030303030304,1.0,1.0,0.9,-0.5,0.21081851067789198,-0.01818181818181818,1.0,1.0,0.85,0.0,0.24152294576982397,-0.03333333333333333,1.0,1.0,0.25,-1.0,0.42491829279939874,-0.0030303030303030303,0.5,1.0,0.8,0.0,0.25819888974716115,0.012121212121212121,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.26352313834736496,-0.02727272727272727,0.5,1.0,0.9,0.5,0.21081851067789198,0.04242424242424243
CareBench_topic16,CareBench,16,,3,GPT,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.85,0.0,0.24152294576982397,0.03333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.65,0.0,0.24152294576982394,0.03939393939393939,1.0,1.0,0.65,-0.5,0.24152294576982397,-0.051515151515151514,1.0,1.0,0.95,0.0,0.15811388300841897,-0.021212121212121213,0.0,1.0,0.75,1.0,0.3535533905932738,0.045454545454545456,1.0,1.0,0.95,0.0,0.15811388300841897,0.021212121212121213,0.5,0.5,0.4,0.0,0.21081851067789195,-0.02424242424242424,1.0,1.0,1.0,0.0,0.0,0.0
CareBench_topic16,CareBench,16,,4,Claude,10,0.0,1.0,0.8,1.0,0.42163702135578396,0.09696969696969697,0.5,1.0,0.9,0.5,0.21081851067789198,0.048484848484848485,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.45,0.5,0.4972144630058767,0.09393939393939393,1.0,1.0,0.5,0.0,0.5270462766947299,0.06666666666666667,1.0,1.0,0.95,0.0,0.15811388300841897,0.015151515151515152,0.5,1.0,0.8,0.5,0.25819888974716115,0.05454545454545454,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.75,0.5,0.3535533905932738,0.08181818181818182,0.5,0.5,0.4,0.0,0.21081851067789198,0.006060606060606061
CareBench_topic16,CareBench,16,,5,Gemini,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,0.0,0.15811388300841897,0.021212121212121213,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.55,0.0,0.2838231060987733,0.03333333333333333,1.0,1.0,0.65,-0.5,0.3374742788552764,-0.07575757575757575,1.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.75,0.5,0.3535533905932738,0.015151515151515152,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.4,0.0,0.21081851067789198,-0.02424242424242425,1.0,1.0,1.0,0.0,0.0,0.0
