dataset,topic,conv_id,turn,annotator,llm_slot,llm_name,raw_SEN,raw_AUR,raw_TD,raw_FIX,raw_RECT,raw_EMP,raw_LMT,raw_MEN,raw_TSH,raw_QOC,risk_SEN,risk_AUR,risk_TD,risk_FIX,risk_RECT,risk_EMP,risk_LMT,risk_MEN,risk_TSH,risk_QOC
HOPE,16,HOPE_topic16,7,,4,Claude,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,16,HOPE_topic16,7,,5,Gemini,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,8,,1,Qwen,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,8,,2,Llama,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,8,,3,GPT,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,8,,4,Claude,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,16,HOPE_topic16,8,,5,Gemini,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,9,,1,Qwen,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
HOPE,16,HOPE_topic16,9,,2,Llama,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HOPE,16,HOPE_topic16,9,,3,GPT,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,16,HOPE_topic16,9,,4,Claude,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,16,HOPE_topic16,9,,5,Gemini,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,10,,1,Qwen,1.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,10,,2,Llama,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0
HOPE,16,HOPE_topic16,10,,3,GPT,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,16,HOPE_topic16,10,,4,Claude,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0
HOPE,16,HOPE_topic16,10,,5,Gemini,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,1,,1,Qwen,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,1,,2,Llama,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,1,,3,GPT,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,17,HOPE_topic17,1,,4,Claude,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,1,,5,Gemini,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,2,,1,Qwen,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,2,,2,Llama,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,2,,3,GPT,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,2,,4,Claude,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
HOPE,17,HOPE_topic17,2,,5,Gemini,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,3,,1,Qwen,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,3,,2,Llama,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,3,,3,GPT,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,3,,4,Claude,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,3,,5,Gemini,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,4,,1,Qwen,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,4,,2,Llama,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,4,,3,GPT,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,4,,4,Claude,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,4,,5,Gemini,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,5,,1,Qwen,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0
HOPE,17,HOPE_topic17,5,,2,Llama,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,5,,3,GPT,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,5,,4,Claude,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,5,,5,Gemini,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,6,,1,Qwen,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,6,,2,Llama,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,6,,3,GPT,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,6,,4,Claude,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,6,,5,Gemini,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,7,,1,Qwen,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,7,,2,Llama,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,7,,3,GPT,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,7,,4,Claude,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,7,,5,Gemini,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,8,,1,Qwen,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,17,HOPE_topic17,8,,2,Llama,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,8,,3,GPT,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,8,,4,Claude,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,8,,5,Gemini,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,9,,1,Qwen,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,9,,2,Llama,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,9,,3,GPT,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0
HOPE,17,HOPE_topic17,9,,4,Claude,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,9,,5,Gemini,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,10,,1,Qwen,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
HOPE,17,HOPE_topic17,10,,2,Llama,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,10,,3,GPT,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,10,,4,Claude,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,17,HOPE_topic17,10,,5,Gemini,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,1,,1,Qwen,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,1,,2,Llama,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,1,,3,GPT,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,1,,4,Claude,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,1,,5,Gemini,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,2,,1,Qwen,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,2,,2,Llama,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,2,,3,GPT,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,2,,4,Claude,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,2,,5,Gemini,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,3,,1,Qwen,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,3,,2,Llama,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,3,,3,GPT,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,3,,4,Claude,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,3,,5,Gemini,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,4,,1,Qwen,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,4,,2,Llama,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,4,,3,GPT,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,4,,4,Claude,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,4,,5,Gemini,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,5,,1,Qwen,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,5,,2,Llama,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,5,,3,GPT,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,5,,4,Claude,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
HOPE,18,HOPE_topic18,5,,5,Gemini,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,6,,1,Qwen,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,6,,2,Llama,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,6,,3,GPT,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,6,,4,Claude,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,6,,5,Gemini,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,7,,1,Qwen,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,7,,2,Llama,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,7,,3,GPT,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,7,,4,Claude,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,7,,5,Gemini,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,8,,1,Qwen,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,8,,2,Llama,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,8,,3,GPT,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,8,,4,Claude,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,8,,5,Gemini,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,9,,1,Qwen,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,9,,2,Llama,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HOPE,18,HOPE_topic18,9,,3,GPT,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,9,,4,Claude,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,9,,5,Gemini,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,18,HOPE_topic18,10,,1,Qwen,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,10,,2,Llama,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,10,,3,GPT,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,10,,4,Claude,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
HOPE,18,HOPE_topic18,10,,5,Gemini,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
HOPE,19,HOPE_topic19,1,,1,Qwen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0
HOPE,19,HOPE_topic19,1,,2,Llama,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5
HOPE,19,HOPE_topic19,1,,3,GPT,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
HOPE,19,HOPE_topic19,1,,4,Claude,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
HOPE,19,HOPE_topic19,1,,5,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
HOPE,19,HOPE_topic19,2,,1,Qwen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0
HOPE,19,HOPE_topic19,2,,2,Llama,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5
HOPE,19,HOPE_topic19,2,,3,GPT,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0
HOPE,19,HOPE_topic19,2,,4,Claude,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5
HOPE,19,HOPE_topic19,2,,5,Gemini,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0
HOPE,19,HOPE_topic19,3,,1,Qwen,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0
HOPE,19,HOPE_topic19,3,,2,Llama,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
HOPE,19,HOPE_topic19,3,,3,GPT,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0
HOPE,19,HOPE_topic19,3,,4,Claude,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5
