dataset,reviewer,prompt_id,model,n_SEN,tok_SEN,word_SEN,n_AUR,tok_AUR,word_AUR,n_TEN,tok_TEN,word_TEN,n_DIR,tok_DIR,word_DIR,n_FIX,tok_FIX,word_FIX,n_RECT,tok_RECT,word_RECT,n_TSH,tok_TSH,word_TSH,n_QOP,tok_QOP,word_QOP,n_QCL,tok_QCL,word_QCL,n_LMT,tok_LMT,word_LMT,n_MEN,tok_MEN,word_MEN,n_VIN,tok_VIN,word_VIN,n_NIN,tok_NIN,word_NIN,n_ASIN,tok_ASIN,word_ASIN,n_SIN,tok_SIN,word_SIN,n_VAC,tok_VAC,word_VAC,n_NAC,tok_NAC,word_NAC,n_ASAC,tok_ASAC,word_ASAC,n_SAC,tok_SAC,word_SAC,n_INC,tok_INC,word_INC
PAIR,R3,40,Qwen,0,0,0,0,0,0,1,20,15,2,58,46,6,145,113,4,72,47,1,37,30,1,16,15,0,0,0,2,59,51,0,0,0,2,63,52,1,26,22,0,0,0,0,0,0,2,43,33,1,33,29,1,16,15,1,17,12,0,0,0
PAIR,R3,41,Qwen,0,0,0,0,0,0,0,0,0,11,253,207,9,210,176,1,17,14,1,43,36,0,0,0,0,0,0,0,0,0,0,0,0,4,104,82,0,0,0,0,0,0,3,62,49,2,30,25,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,42,Qwen,0,0,0,0,0,0,1,26,25,2,60,44,2,42,36,0,0,0,2,66,59,0,0,0,1,13,11,1,44,30,0,0,0,3,110,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,2,28,23,0,0,0
CounselChat,gold_standard,1,Llama,0,0,0,0,0,0,1,8,6,0,0,0,1,8,6,3,48,42,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,15,0,0,0,0,0,0,1,16,14,0,0,0
CounselChat,gold_standard,2,Llama,0,0,0,0,0,0,1,40,38,3,44,37,1,17,12,7,142,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,0,0,0,0,0,0,1,21,17,0,0,0
CounselChat,R4,3,Llama,0,0,0,1,28,24,3,56,45,1,8,7,1,16,12,5,158,129,2,61,47,0,0,0,0,0,0,1,28,24,0,0,0,1,28,24,0,0,0,0,0,0,0,0,0,1,12,9,0,0,0,0,0,0,0,0,0,1,4,2
CounselChat,R4,4,Llama,0,0,0,1,18,15,5,96,80,3,63,54,2,40,34,1,23,20,3,32,25,3,45,41,2,33,28,1,18,15,0,0,0,0,0,0,1,15,12,0,0,0,0,0,0,1,18,15,1,23,19,1,17,15,2,33,26,0,0,0
CounselChat,R4,5,Llama,0,0,0,1,13,10,7,152,134,1,21,18,1,26,24,4,68,59,5,108,95,1,10,9,0,0,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0,0,0,0,0,1,16,12,1,26,24,2,50,45,0,0,0,0,0,0
CounselChat,R4,6,Llama,0,0,0,1,19,12,8,156,116,0,0,0,2,27,21,6,154,113,4,87,61,0,0,0,0,0,0,0,0,0,0,0,0,1,19,12,0,0,0,1,29,22,0,0,0,0,0,0,0,0,0,0,0,0,1,13,10,0,0,0
CounselChat,R4,7,Llama,0,0,0,1,25,20,6,127,113,3,80,67,1,9,6,4,89,71,3,72,57,0,0,0,0,0,0,1,25,20,0,0,0,1,20,15,1,28,23,0,0,0,0,0,0,0,0,0,0,0,0,2,31,24,1,25,20,0,0,0
CounselChat,R4,8,Llama,0,0,0,3,84,71,3,52,46,0,0,0,1,35,29,4,93,77,4,93,76,0,0,0,0,0,0,0,0,0,0,0,0,2,51,44,2,59,50,0,0,0,0,0,0,2,40,35,1,42,37,0,0,0,0,0,0,0,0,0
CounselChat,R4,9,Llama,0,0,0,1,30,24,4,105,84,0,0,0,1,19,16,4,97,70,3,72,55,3,28,25,0,0,0,0,0,0,0,0,0,2,48,37,0,0,0,0,0,0,3,58,48,0,0,0,0,0,0,2,42,37,0,0,0,0,0,0
CounselChat,R4,10,Llama,0,0,0,2,50,42,4,76,69,1,7,6,1,12,9,5,147,116,2,38,31,0,0,0,0,0,0,1,14,11,0,0,0,2,48,40,0,0,0,0,0,0,1,18,15,1,34,29,0,0,0,1,12,9,2,36,27,0,0,0
CounselChat,R2,19,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,25,1,18,15,0,0,0,2,44,38,0,0,0
CounselChat,R2,20,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,20,1,25,19,0,0,0,1,31,25,0,0,0
CounselChat,R2,21,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,17,0,0,0,0,0,0,2,25,21,0,0,0
CounselChat,R2,22,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,72,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,28,1,26,21,0,0,0,1,25,21,0,0,0
CounselChat,R2,23,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,103,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,42,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,24,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,64,0,0,0,0,0,0,0,0,0,1,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,16,3,74,56,0,0,0,2,26,20,0,0,0
CounselChat,R2,25,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,24,2,32,24,0,0,0,0,0,0,0,0,0
CounselChat,R2,26,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,28,0,0,0,0,0,0,2,38,32,0,0,0
CounselChat,R5,11,Llama,0,0,0,0,0,0,1,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,12,Llama,0,0,0,0,0,0,0,0,0,1,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,13,Llama,0,0,0,0,0,0,0,0,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,14,Llama,0,0,0,0,0,0,0,0,0,1,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,15,Llama,0,0,0,0,0,0,0,0,0,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,16,Llama,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,17,Llama,0,0,0,0,0,0,1,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,18,Llama,0,0,0,0,0,0,0,0,0,1,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,35,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,31,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,36,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,13,0,0,0,0,0,0,0,0,0
CounselChat,R6,37,Llama,1,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,38,Llama,1,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,39,Llama,1,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,40,Llama,2,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,41,Llama,1,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,42,Llama,2,43,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,27,Llama,0,0,0,0,0,0,0,0,0,0,0,0,1,18,16,0,0,0,0,0,0,0,0,0,0,0,0,1,33,24,0,0,0,0,0,0,0,0,0,0,0,0,1,33,24,0,0,0,1,16,12,0,0,0,0,0,0,0,0,0
CounselChat,R1,28,Llama,0,0,0,0,0,0,0,0,0,0,0,0,1,23,20,0,0,0,0,0,0,0,0,0,0,0,0,2,37,32,0,0,0,0,0,0,0,0,0,0,0,0,2,41,36,0,0,0,0,0,0,0,0,0,2,37,32,0,0,0
CounselChat,R1,29,Llama,0,0,0,0,0,0,0,0,0,0,0,0,1,29,28,3,86,76,0,0,0,0,0,0,0,0,0,1,20,17,0,0,0,0,0,0,0,0,0,0,0,0,1,22,18,0,0,0,2,46,40,0,0,0,1,20,17,0,0,0
CounselChat,R1,30,Llama,0,0,0,1,33,28,0,0,0,0,0,0,0,0,0,2,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,47,0,0,0,1,24,20,0,0,0,3,56,46,0,0,0
CounselChat,R1,31,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84,71,0,0,0
CounselChat,R1,32,Llama,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,28,0,0,0,0,0,0,0,0,0,2,37,33,0,0,0
CounselChat,R1,33,Llama,0,0,0,0,0,0,0,0,0,0,0,0,3,80,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,42,0,0,0
CounselChat,R1,34,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,123,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,0,0,0,2,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,43,Llama,0,0,0,0,0,0,6,103,91,4,60,50,5,95,80,7,154,118,0,0,0,1,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,18,0,0,0,6,119,95,1,17,14,0,0,0,7,145,113,0,0,0
CounselChat,R3,44,Llama,0,0,0,0,0,0,6,141,128,4,109,92,4,123,100,1,29,27,3,86,69,0,0,0,0,0,0,2,48,43,0,0,0,0,0,0,0,0,0,2,45,41,2,46,43,2,54,47,1,25,22,1,15,14,5,111,101,0,0,0
CounselChat,R3,45,Llama,2,85,60,0,0,0,8,182,149,1,14,11,3,68,61,4,113,90,1,23,15,0,0,0,0,0,0,3,75,61,0,0,0,3,49,40,0,0,0,0,0,0,0,0,0,4,83,68,0,0,0,1,22,19,7,179,149,0,0,0
CounselChat,R3,46,Llama,0,0,0,0,0,0,4,83,73,3,52,41,7,136,117,5,106,92,0,0,0,0,0,0,0,0,0,2,38,34,0,0,0,1,26,24,0,0,0,0,0,0,1,25,19,5,107,87,0,0,0,0,0,0,1,23,20,0,0,0
CounselChat,R3,47,Llama,3,69,45,0,0,0,5,95,72,4,76,62,6,103,77,4,102,75,0,0,0,0,0,0,0,0,0,4,106,78,0,0,0,1,18,16,0,0,0,0,0,0,0,0,0,3,68,57,0,0,0,2,12,10,5,115,87,0,0,0
CounselChat,R3,48,Llama,0,0,0,0,0,0,1,33,30,6,125,108,3,58,51,4,98,86,2,36,28,0,0,0,0,0,0,3,47,39,0,0,0,3,65,55,1,16,15,0,0,0,0,0,0,4,60,50,2,34,26,0,0,0,2,33,28,0,0,0
CounselChat,R3,49,Llama,0,0,0,0,0,0,2,51,42,4,156,108,3,154,112,7,224,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,35,0,0,0
CounselChat,R3,50,Llama,0,0,0,0,0,0,6,147,129,5,103,87,8,180,154,5,113,103,0,0,0,0,0,0,0,0,0,3,70,60,0,0,0,1,24,19,0,0,0,0,0,0,0,0,0,2,30,25,0,0,0,0,0,0,4,92,81,0,0,0
PAIR,gold_standard,1,Llama,0,0,0,0,0,0,1,20,18,0,0,0,1,20,18,3,100,87,1,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,12,0,0,0,0,0,0,1,15,12,0,0,0
PAIR,gold_standard,2,Llama,0,0,0,0,0,0,1,22,16,3,59,54,1,26,20,7,166,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,23,0,0,0,0,0,0,1,24,20,0,0,0
PAIR,R4,27,Llama,1,15,11,2,47,40,5,97,85,1,18,17,1,12,11,4,103,77,6,137,105,0,0,0,0,0,0,0,0,0,0,0,0,2,45,38,2,23,20,0,0,0,1,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,28,Llama,0,0,0,1,22,17,2,56,46,2,52,38,1,16,13,4,102,85,5,120,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,29,Llama,0,0,0,1,9,7,4,72,61,3,68,45,1,32,29,1,32,29,3,95,66,0,0,0,0,0,0,0,0,0,0,0,0,1,17,14,0,0,0,0,0,0,1,9,7,0,0,0,1,46,31,0,0,0,0,0,0,0,0,0
PAIR,R4,30,Llama,0,0,0,2,40,33,2,47,42,2,45,39,1,27,24,7,137,118,4,90,80,2,27,23,0,0,0,0,0,0,0,0,0,1,16,14,1,24,19,0,0,0,0,0,0,0,0,0,1,20,16,2,38,33,0,0,0,0,0,0
PAIR,R4,31,Llama,0,0,0,2,44,35,4,93,82,0,0,0,1,30,27,1,30,27,2,56,51,0,0,0,0,0,0,0,0,0,0,0,0,3,49,42,1,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,32,Llama,0,0,0,1,33,28,9,155,135,1,24,20,2,32,27,8,144,127,5,78,64,0,0,0,0,0,0,1,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,28,0,0,0,1,17,15,0,0,0,0,0,0
PAIR,R4,33,Llama,0,0,0,3,49,41,8,201,123,7,151,118,3,42,33,9,240,152,5,93,75,0,0,0,0,0,0,0,0,0,0,0,0,2,27,20,0,0,0,0,0,0,1,15,11,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0
PAIR,R4,34,Llama,0,0,0,1,17,13,1,23,22,1,14,11,1,23,22,1,23,22,2,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,0,0,0,2,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,19,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,20,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,21,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,53,0,0,0,0,0,0,1,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,13,1,15,13,0,0,0,0,0,0,0,0,0
PAIR,R2,22,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,19,0,0,0,0,0,0,0,0,0
PAIR,R2,23,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,151,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,19,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,24,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,21,0,0,0,0,0,0,0,0,0
PAIR,R2,25,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,21,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,26,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,29,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,11,Llama,0,0,0,0,0,0,0,0,0,1,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,12,Llama,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,13,Llama,0,0,0,0,0,0,0,0,0,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,14,Llama,0,0,0,0,0,0,0,0,0,1,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,15,Llama,0,0,0,0,0,0,0,0,0,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,16,Llama,0,0,0,0,0,0,0,0,0,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,17,Llama,0,0,0,0,0,0,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,18,Llama,0,0,0,0,0,0,1,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,3,Llama,1,20,17,0,0,0,0,0,0,0,0,0,0,0,0,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,4,Llama,1,17,16,1,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,5,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,15,0,0,0,0,0,0,0,0,0
PAIR,R6,6,Llama,1,35,32,0,0,0,0,0,0,0,0,0,0,0,0,1,24,23,1,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,7,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,33,0,0,0,2,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,24,0,0,0,0,0,0,0,0,0
PAIR,R6,8,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,22,0,0,0,0,0,0,0,0,0
PAIR,R6,9,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,20,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,10,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,43,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,24,0,0,0,0,0,0,0,0,0,1,15,14,0,0,0
PAIR,R1,44,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,45,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,16,0,0,0
PAIR,R1,46,Llama,0,0,0,0,0,0,0,0,0,0,0,0,1,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,47,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,0,0,0,0,0,0,0,0,0,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,48,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,49,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,50,Llama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,24,0,0,0,0,0,0,0,0,0
PAIR,R3,35,Llama,0,0,0,0,0,0,0,0,0,3,67,56,5,107,92,2,56,51,2,67,60,0,0,0,0,0,0,0,0,0,0,0,0,1,25,21,0,0,0,0,0,0,0,0,0,2,26,23,1,11,9,0,0,0,1,24,21,0,0,0
PAIR,R3,36,Llama,0,0,0,0,0,0,3,66,60,1,17,13,3,60,52,2,47,42,1,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,40,0,0,0,0,0,0,2,47,42,0,0,0
PAIR,R3,37,Llama,0,0,0,0,0,0,2,43,38,1,25,21,0,0,0,3,68,57,0,0,0,0,0,0,0,0,0,1,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,27,0,0,0,1,29,26,2,39,33,0,0,0
PAIR,R3,38,Llama,0,0,0,0,0,0,1,17,16,5,106,98,5,114,105,4,86,76,1,21,20,0,0,0,0,0,0,0,0,0,0,0,0,2,36,32,0,0,0,0,0,0,0,0,0,1,15,14,0,0,0,0,0,0,0,0,0,1,4,1
PAIR,R3,39,Llama,0,0,0,0,0,0,4,104,90,2,61,52,3,83,72,2,75,65,0,0,0,0,0,0,0,0,0,2,50,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,161,135,1,9,7,2,29,22,1,18,15,0,0,0
PAIR,R3,40,Llama,0,0,0,0,0,0,2,65,57,1,17,15,3,76,68,4,95,77,0,0,0,0,0,0,0,0,0,1,17,15,0,0,0,0,0,0,0,0,0,0,0,0,2,27,22,1,16,14,2,42,37,1,25,22,1,40,35,0,0,0
