dataset,topic,conv_id,turn,annotator,raw_U1_typicality,raw_U2_evocative,raw_U3_sensitivity,raw_U4_fix_seeking,raw_U5_underlying,norm_U1_typicality,norm_U2_evocative,norm_U3_sensitivity,norm_U4_fix_seeking,norm_U5_underlying,UIRI,band
HOPE,25,HOPE_topic25,6,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,25,HOPE_topic25,7,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,25,HOPE_topic25,8,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,25,HOPE_topic25,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,25,HOPE_topic25,10,,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,0.4,Medium
HOPE,26,HOPE_topic26,1,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,26,HOPE_topic26,2,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
HOPE,26,HOPE_topic26,3,,2,1,0,0,1,1.0,0.5,0.0,0.0,0.5,0.4,Medium
HOPE,26,HOPE_topic26,4,,2,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.3,Medium
HOPE,26,HOPE_topic26,5,,2,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.3,Medium
HOPE,26,HOPE_topic26,6,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,26,HOPE_topic26,7,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,26,HOPE_topic26,8,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,26,HOPE_topic26,9,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,26,HOPE_topic26,10,,2,2,0,0,0,1.0,1.0,0.0,0.0,0.0,0.4,Medium
HOPE,27,HOPE_topic27,1,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,27,HOPE_topic27,2,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,27,HOPE_topic27,3,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,27,HOPE_topic27,4,,2,1,0,0,1,1.0,0.5,0.0,0.0,0.5,0.4,Medium
HOPE,27,HOPE_topic27,5,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,27,HOPE_topic27,6,,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,0.4,Medium
HOPE,27,HOPE_topic27,7,,2,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.3,Medium
HOPE,27,HOPE_topic27,8,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,27,HOPE_topic27,9,,2,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.3,Medium
HOPE,27,HOPE_topic27,10,,2,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.3,Medium
HOPE,28,HOPE_topic28,1,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
HOPE,28,HOPE_topic28,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,28,HOPE_topic28,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,28,HOPE_topic28,4,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
HOPE,28,HOPE_topic28,5,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
HOPE,28,HOPE_topic28,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,28,HOPE_topic28,7,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,28,HOPE_topic28,8,,2,0,0,0,1,1.0,0.0,0.0,0.0,0.5,0.3,Medium
HOPE,28,HOPE_topic28,9,,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,0.4,Medium
HOPE,28,HOPE_topic28,10,,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.2,Low
HOPE,29,HOPE_topic29,1,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
HOPE,29,HOPE_topic29,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
HOPE,29,HOPE_topic29,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
HOPE,29,HOPE_topic29,4,,2,2,1,0,2,1.0,1.0,1.0,0.0,1.0,0.8,High
HOPE,29,HOPE_topic29,5,,1,0,1,0,2,0.5,0.0,1.0,0.0,1.0,0.5,Medium
HOPE,29,HOPE_topic29,6,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,29,HOPE_topic29,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,29,HOPE_topic29,8,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
HOPE,29,HOPE_topic29,9,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
HOPE,29,HOPE_topic29,10,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,30,HOPE_topic30,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,30,HOPE_topic30,2,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,30,HOPE_topic30,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
HOPE,30,HOPE_topic30,4,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
HOPE,30,HOPE_topic30,5,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
HOPE,30,HOPE_topic30,6,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
HOPE,30,HOPE_topic30,7,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,30,HOPE_topic30,8,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
HOPE,30,HOPE_topic30,9,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,30,HOPE_topic30,10,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,31,HOPE_topic31,1,,2,0,1,0,2,1.0,0.0,1.0,0.0,1.0,0.6,High
HOPE,31,HOPE_topic31,2,,2,1,1,0,1,1.0,0.5,1.0,0.0,0.5,0.6,High
HOPE,31,HOPE_topic31,3,,1,0,1,0,2,0.5,0.0,1.0,0.0,1.0,0.5,Medium
HOPE,31,HOPE_topic31,4,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,31,HOPE_topic31,5,,1,2,1,0,2,0.5,1.0,1.0,0.0,1.0,0.7,High
HOPE,31,HOPE_topic31,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,31,HOPE_topic31,7,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,31,HOPE_topic31,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,31,HOPE_topic31,9,,1,1,1,0,2,0.5,0.5,1.0,0.0,1.0,0.6,High
HOPE,31,HOPE_topic31,10,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
HOPE,32,HOPE_topic32,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,32,HOPE_topic32,2,,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.1,Low
HOPE,32,HOPE_topic32,3,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,32,HOPE_topic32,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,32,HOPE_topic32,5,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,32,HOPE_topic32,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,32,HOPE_topic32,7,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,32,HOPE_topic32,8,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,32,HOPE_topic32,9,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,32,HOPE_topic32,10,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,33,HOPE_topic33,1,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
HOPE,33,HOPE_topic33,2,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,33,HOPE_topic33,3,,2,1,0,0,1,1.0,0.5,0.0,0.0,0.5,0.4,Medium
HOPE,33,HOPE_topic33,4,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
HOPE,33,HOPE_topic33,5,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,33,HOPE_topic33,6,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,33,HOPE_topic33,7,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,33,HOPE_topic33,8,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
HOPE,33,HOPE_topic33,9,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
HOPE,33,HOPE_topic33,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,34,HOPE_topic34,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,34,HOPE_topic34,2,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,34,HOPE_topic34,3,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,34,HOPE_topic34,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,34,HOPE_topic34,5,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
HOPE,34,HOPE_topic34,6,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,34,HOPE_topic34,7,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,34,HOPE_topic34,8,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,34,HOPE_topic34,9,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
HOPE,34,HOPE_topic34,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,35,HOPE_topic35,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,35,HOPE_topic35,2,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
HOPE,35,HOPE_topic35,3,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,35,HOPE_topic35,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
HOPE,35,HOPE_topic35,5,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
HOPE,35,HOPE_topic35,6,,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,Low
HOPE,35,HOPE_topic35,7,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
HOPE,35,HOPE_topic35,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,35,HOPE_topic35,9,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
HOPE,35,HOPE_topic35,10,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,36,HOPE_topic36,1,,2,1,0,0,1,1.0,0.5,0.0,0.0,0.5,0.4,Medium
HOPE,36,HOPE_topic36,2,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,36,HOPE_topic36,3,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
HOPE,36,HOPE_topic36,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
HOPE,36,HOPE_topic36,5,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,36,HOPE_topic36,6,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
HOPE,36,HOPE_topic36,7,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,36,HOPE_topic36,8,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
HOPE,36,HOPE_topic36,9,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
HOPE,36,HOPE_topic36,10,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
CareBench,1,CareBench_topic01,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,1,CareBench_topic01,2,,0,1,0,1,2,0.0,0.5,0.0,1.0,1.0,0.5,Medium
CareBench,1,CareBench_topic01,3,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,1,CareBench_topic01,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,1,CareBench_topic01,5,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,1,CareBench_topic01,6,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,1,CareBench_topic01,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,1,CareBench_topic01,8,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,1,CareBench_topic01,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,1,CareBench_topic01,10,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,2,CareBench_topic02,1,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,2,CareBench_topic02,2,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,2,CareBench_topic02,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,2,CareBench_topic02,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,2,CareBench_topic02,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,2,CareBench_topic02,6,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,2,CareBench_topic02,7,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,2,CareBench_topic02,8,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,2,CareBench_topic02,9,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,2,CareBench_topic02,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,3,CareBench_topic03,1,,1,2,0,1,2,0.5,1.0,0.0,1.0,1.0,0.7,High
CareBench,3,CareBench_topic03,2,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,3,CareBench_topic03,3,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,3,CareBench_topic03,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,3,CareBench_topic03,5,,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,Low
CareBench,3,CareBench_topic03,6,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,3,CareBench_topic03,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,3,CareBench_topic03,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,3,CareBench_topic03,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,3,CareBench_topic03,10,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,4,CareBench_topic04,1,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,4,CareBench_topic04,2,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,4,CareBench_topic04,3,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,4,CareBench_topic04,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,4,CareBench_topic04,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,4,CareBench_topic04,6,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,4,CareBench_topic04,7,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,4,CareBench_topic04,8,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,4,CareBench_topic04,9,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,4,CareBench_topic04,10,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,5,CareBench_topic05,1,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,5,CareBench_topic05,2,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,5,CareBench_topic05,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,5,CareBench_topic05,4,,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.2,Low
CareBench,5,CareBench_topic05,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,5,CareBench_topic05,6,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,5,CareBench_topic05,7,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,5,CareBench_topic05,8,,0,1,0,0,0,0.0,0.5,0.0,0.0,0.0,0.1,Low
CareBench,5,CareBench_topic05,9,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,5,CareBench_topic05,10,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,6,CareBench_topic06,1,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,6,CareBench_topic06,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,6,CareBench_topic06,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,6,CareBench_topic06,4,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,6,CareBench_topic06,5,,0,1,0,1,2,0.0,0.5,0.0,1.0,1.0,0.5,Medium
CareBench,6,CareBench_topic06,6,,0,2,1,0,2,0.0,1.0,1.0,0.0,1.0,0.6,High
CareBench,6,CareBench_topic06,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,6,CareBench_topic06,8,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,6,CareBench_topic06,9,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,6,CareBench_topic06,10,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Low
CareBench,7,CareBench_topic07,1,,1,1,0,1,1,0.5,0.5,0.0,1.0,0.5,0.5,Medium
CareBench,7,CareBench_topic07,2,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,7,CareBench_topic07,3,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,7,CareBench_topic07,4,,2,2,1,0,2,1.0,1.0,1.0,0.0,1.0,0.8,High
CareBench,7,CareBench_topic07,5,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,7,CareBench_topic07,6,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,7,CareBench_topic07,7,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,7,CareBench_topic07,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,7,CareBench_topic07,9,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,7,CareBench_topic07,10,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,8,CareBench_topic08,1,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,8,CareBench_topic08,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,8,CareBench_topic08,3,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,8,CareBench_topic08,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,8,CareBench_topic08,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,8,CareBench_topic08,6,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,8,CareBench_topic08,7,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,8,CareBench_topic08,8,,0,0,0,0,1,0.0,0.0,0.0,0.0,0.5,0.1,Low
CareBench,8,CareBench_topic08,9,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,8,CareBench_topic08,10,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,9,CareBench_topic09,1,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,9,CareBench_topic09,2,,2,1,0,0,1,1.0,0.5,0.0,0.0,0.5,0.4,Medium
CareBench,9,CareBench_topic09,3,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,9,CareBench_topic09,4,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,9,CareBench_topic09,5,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,9,CareBench_topic09,6,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,9,CareBench_topic09,7,,2,1,1,0,2,1.0,0.5,1.0,0.0,1.0,0.7,High
CareBench,9,CareBench_topic09,8,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,9,CareBench_topic09,9,,2,0,0,0,2,1.0,0.0,0.0,0.0,1.0,0.4,Medium
CareBench,9,CareBench_topic09,10,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,10,CareBench_topic10,1,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,10,CareBench_topic10,2,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,10,CareBench_topic10,3,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,10,CareBench_topic10,4,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,10,CareBench_topic10,5,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,10,CareBench_topic10,6,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,10,CareBench_topic10,7,,1,1,0,1,2,0.5,0.5,0.0,1.0,1.0,0.6,High
CareBench,10,CareBench_topic10,8,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,10,CareBench_topic10,9,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,10,CareBench_topic10,10,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,11,CareBench_topic11,1,,2,2,1,0,2,1.0,1.0,1.0,0.0,1.0,0.8,High
CareBench,11,CareBench_topic11,2,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,11,CareBench_topic11,3,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,11,CareBench_topic11,4,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,11,CareBench_topic11,5,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,11,CareBench_topic11,6,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,11,CareBench_topic11,7,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,11,CareBench_topic11,8,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,11,CareBench_topic11,9,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,11,CareBench_topic11,10,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,12,CareBench_topic12,1,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,12,CareBench_topic12,2,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,12,CareBench_topic12,3,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,12,CareBench_topic12,4,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,12,CareBench_topic12,5,,1,1,0,0,2,0.5,0.5,0.0,0.0,1.0,0.4,Medium
CareBench,12,CareBench_topic12,6,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,12,CareBench_topic12,7,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,12,CareBench_topic12,8,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,12,CareBench_topic12,9,,2,2,0,0,2,1.0,1.0,0.0,0.0,1.0,0.6,High
CareBench,12,CareBench_topic12,10,,2,1,0,0,2,1.0,0.5,0.0,0.0,1.0,0.5,Medium
CareBench,13,CareBench_topic13,1,,0,2,0,0,2,0.0,1.0,0.0,0.0,1.0,0.4,Medium
CareBench,13,CareBench_topic13,2,,1,2,0,0,2,0.5,1.0,0.0,0.0,1.0,0.5,Medium
CareBench,13,CareBench_topic13,3,,1,1,0,0,1,0.5,0.5,0.0,0.0,0.5,0.3,Medium
CareBench,13,CareBench_topic13,4,,0,1,0,0,1,0.0,0.5,0.0,0.0,0.5,0.2,Low
CareBench,13,CareBench_topic13,5,,1,0,0,0,2,0.5,0.0,0.0,0.0,1.0,0.3,Medium
CareBench,13,CareBench_topic13,6,,1,1,0,0,0,0.5,0.5,0.0,0.0,0.0,0.2,Low
CareBench,13,CareBench_topic13,7,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,13,CareBench_topic13,8,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
CareBench,13,CareBench_topic13,9,,0,1,0,0,2,0.0,0.5,0.0,0.0,1.0,0.3,Medium
CareBench,13,CareBench_topic13,10,,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,0.2,Low
